Date,Open,Low,High,Close,Volume
"Nov 17, 2010",5.2,5.2,5.2,5.2,1
"Nov 18, 2010",5.2,5.2,5.2,5.2,0
"Nov 19, 2010",5.2,5.2,5.2,5.2,0
"Nov 20, 2010",5.2,5.2,5.2,5.2,0
"Nov 21, 2010",5.2,5.2,5.2,5.2,0
"Nov 22, 2010",5.2,5.2,5.2,5.2,0
"Nov 23, 2010",5.2,5.2,5.2,5.2,0
"Nov 24, 2010",5.2,5.2,5.2,5.2,0
"Nov 25, 2010",5.2,5.2,5.2,5.2,0
"Nov 26, 2010",5.2,5.2,5.2,5.2,0
"Nov 27, 2010",5.2,5.2,5.2,5.2,0
"Nov 28, 2010",5.2,5.2,5.2,5.2,0
"Nov 29, 2010",5.2,5.2,5.2,5.2,0
"Nov 30, 2010",5.2,5.2,5.2,5.2,0
"Dec 1, 2010",5.2,5.2,5.2,5.2,0
"Dec 2, 2010",5.2,5.2,5.2,5.2,0
"Dec 3, 2010",5.2,5.2,5.2,5.2,0
"Dec 4, 2010",5.2,5.2,5.2,5.2,0
"Dec 5, 2010",5.2,5.2,5.2,5.2,0
"Dec 6, 2010",5.2,5.2,5.2,5.2,0
"Dec 7, 2010",5.2,5.2,5.2,5.2,0
"Dec 8, 2010",5.2,5.2,5.2,5.2,0
"Dec 9, 2010",5.2,5.2,5.2,5.2,0
"Dec 10, 2010",5.2,5.2,5.2,5.2,0
"Dec 11, 2010",5.2,5.2,5.2,5.2,0
"Dec 12, 2010",5.2,5.2,5.2,5.2,0
"Dec 13, 2010",5.2,5.2,5.2,5.2,0
"Dec 14, 2010",5.2,5.2,5.2,5.2,0
"Dec 15, 2010",5.2,5.2,5.2,5.2,0
"Dec 16, 2010",5.2,5.2,5.2,5.2,0
"Dec 17, 2010",5.2,5.2,5.2,5.2,0
"Dec 18, 2010",5.2,5.2,5.2,5.2,0
"Dec 19, 2010",5.2,5.2,5.2,5.2,0
"Dec 20, 2010",14,14,14,14,10
"Dec 21, 2010",14,14,14,14,0
"Dec 22, 2010",14,14,14,14,0
"Dec 23, 2010",14,14,14,14,0
"Dec 24, 2010",14,14,14,14,0
"Dec 25, 2010",14,14,14,14,0
"Dec 26, 2010",12.9,11,13.9,11,4
"Dec 27, 2010",11,11,11,11,0
"Dec 28, 2010",11,11,11,11,0
"Dec 29, 2010",11,11,11,11,50
"Dec 30, 2010",11,11,11,11,0
"Dec 31, 2010",11,11,11,11,0
"Jan 1, 2011",11,11,11,11,0
"Jan 2, 2011",11,11,11,11,10
"Jan 3, 2011",11,11,11,11,0
"Jan 4, 2011",11,11,11,11,2
"Jan 5, 2011",11,11,11,11,0
"Jan 6, 2011",11,11,11,11,0
"Jan 7, 2011",11,11,11,11,0
"Jan 8, 2011",11,10.9,11,11,142
"Jan 9, 2011",11,11,11,11,0
"Jan 10, 2011",11,11,11,11,0
"Jan 11, 2011",11,11,11,11,0
"Jan 12, 2011",11,11,11,11,0
"Jan 13, 2011",11,11,11,11,0
"Jan 14, 2011",11,11,11,11,0
"Jan 15, 2011",11,11,11,11,0
"Jan 16, 2011",11,11,11,11,0
"Jan 17, 2011",11,11,11,11,0
"Jan 18, 2011",11,11,11,11,0
"Jan 19, 2011",11,11,11,11,0
"Jan 20, 2011",11,11,11,11,0
"Jan 21, 2011",11,11,11,11,0
"Jan 22, 2011",11,11,11,11,0
"Jan 23, 2011",11,11,11,11,0
"Jan 24, 2011",11,11,11,11,0
"Jan 25, 2011",11.9,11,12,12,146
"Jan 26, 2011",13,13,13,13,1
"Jan 27, 2011",13,13,13,13,0
"Jan 28, 2011",12,12,12,12,5
"Jan 29, 2011",12,12,12,12,0
"Jan 30, 2011",12,12,12,12,0
"Jan 31, 2011",12,12,12,12,0
"Feb 1, 2011",13,12.9,15,15,134
"Feb 2, 2011",14,14,14,14,10
"Feb 3, 2011",14,14,14,14,0
"Feb 4, 2011",14,14,14,14,90
"Feb 5, 2011",14,14,14,14,0
"Feb 6, 2011",14,14,14,14,0
"Feb 7, 2011",14,14,14,14,0
"Feb 8, 2011",14,14,14,14,0
"Feb 9, 2011",14,14,14,14,0
"Feb 10, 2011",14,14,14,14,0
"Feb 11, 2011",14,14,14,14,0
"Feb 12, 2011",14,14,14,14,0
"Feb 13, 2011",14,14,14,14,0
"Feb 14, 2011",14,14,14,14,0
"Feb 15, 2011",14,14,14,14,0
"Feb 16, 2011",14,14,14,14,0
"Feb 17, 2011",14,14,14,14,0
"Feb 18, 2011",8.9,8.9,10.9,10.9,21
"Feb 19, 2011",11.3,9,11.3,9,5
"Feb 20, 2011",9,9,9,9,0
"Feb 21, 2011",9,9,9,9,0
"Feb 22, 2011",9,9,9,9,0
"Feb 23, 2011",9,9,9,9,0
"Feb 24, 2011",10.9,10.9,10.9,10.9,4
"Feb 25, 2011",10.9,10.9,10.9,10.9,0
"Feb 26, 2011",10.9,10.9,10.9,10.9,1
"Feb 27, 2011",10.9,10.9,10.9,10.9,0
"Feb 28, 2011",10.9,10.9,10.9,10.9,0
"Mar 1, 2011",10.9,10.9,10.9,10.9,0
"Mar 2, 2011",10.9,10.9,10.9,10.9,0
"Mar 3, 2011",10.9,10.9,10.9,10.9,0
"Mar 4, 2011",10.9,10.9,10.9,10.9,0
"Mar 5, 2011",11.9,11.9,11.9,11.9,1
"Mar 6, 2011",11.3,11.3,11.3,11.3,4
"Mar 7, 2011",11.3,11.3,11.3,11.3,0
"Mar 8, 2011",11.4,11.4,12.8,12.8,292
"Mar 9, 2011",12.8,12.8,12.8,12.8,0
"Mar 10, 2011",12.8,12.8,12.8,12.8,0
"Mar 11, 2011",12.8,12.8,12.8,12.8,0
"Mar 12, 2011",12.8,12.8,12.8,12.8,0
"Mar 13, 2011",12.8,12.8,12.8,12.8,0
"Mar 14, 2011",11.5,11.5,11.5,11.5,9
"Mar 15, 2011",11.5,11.5,11.5,11.5,0
"Mar 16, 2011",11.5,11.5,11.5,11.5,0
"Mar 17, 2011",12,12,12,12,97
"Mar 18, 2011",11.6,11.6,12.2,12.2,2
"Mar 19, 2011",12.2,12.2,12.2,12.2,0
"Mar 20, 2011",12.2,12.2,12.2,12.2,0
"Mar 21, 2011",12.2,12.2,12.2,12.2,0
"Mar 22, 2011",12.2,12.2,12.2,12.2,0
"Mar 23, 2011",12.2,12.2,12.2,12.2,1
"Mar 24, 2011",12.2,12.2,12.2,12.2,0
"Mar 25, 2011",11.6,11.6,11.6,11.6,1
"Mar 26, 2011",11.6,11.6,11.6,11.6,0
"Mar 27, 2011",12.4,12.3,12.4,12.4,10
"Mar 28, 2011",12.4,12.4,12.4,12.4,0
"Mar 29, 2011",12.4,12,14,14,136
"Mar 30, 2011",14,14,14,14,0
"Mar 31, 2011",14,14,14,14,0
"Apr 1, 2011",12.4,12.4,12.4,12.4,31
"Apr 2, 2011",12.4,12.4,12.4,12.4,0
"Apr 3, 2011",12.4,12.4,12.4,12.4,0
"Apr 4, 2011",12.5,12.5,12.7,12.7,20
"Apr 5, 2011",12.5,12.5,12.7,12.7,17
"Apr 6, 2011",12.5,12.4,12.5,12.4,132
"Apr 7, 2011",12.4,12.4,12.4,12.4,0
"Apr 8, 2011",12.6,12.6,12.6,12.6,9
